Date,Semester,Meeting Type,Appointment Start Time,Appointment End Time,Scheduled Duration in Minutes,Actual Duration in Minutes,Provider,Appointment Type,Appointment Location Name,Appointment Location Type,Reason,Attended Session,Gender,Race/Ethnicity,First Generation Student,Class Level,Term GPA,Primary Major,College,Services
2024-11-23,F24,Scheduled,08:00:00,08:30:00,30,52.7,Coach E,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Time management,yes,Female,HI WH,No,Freshman,2.0 - 2.49,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-11-28,F24,Scheduled,12:30:00,13:00:00,30,,Coach B,Learning Center Academic Coaching,Student Success Center,OFFICE,Overcoming procrastination,Cancelled,Male,WH,No,Junior,2.0 - 2.49,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-11-18,F24,Scheduled,15:30:00,16:00:00,30,67.8,Coach O,Academic Coaching: Level II,Learning Center 100,OFFICE,Building good study habits,yes,Male,BL WH,No,Junior,3.0 - 3.49,MATH_BS,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-08,F24,Scheduled,09:30:00,10:00:00,30,74.3,Coach D,Learning Center: First Level II Academic Coaching Appointment,Student Success Center Main Floor,OFFICE,Exam preparation,yes,Female,BL WH,No,Freshman,3.5 - 4.0,CHEM_BS,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-03,F24,Scheduled,12:30:00,13:00:00,30,35.3,Coach M,Learning Center Academic Coaching,Learning Center 100,OFFICE,Building good study habits,yes,Female,WH,Yes,Sophomore,3.0 - 3.49,ECED_BSED,College of Education and Human Development,Learning Center Academic Coaching
2024-09-30,F24,Scheduled,11:30:00,12:00:00,30,,Coach P,Learning Center: First Level II Academic Coaching Appointment,Student Success Center 100,OFFICE,Building good study habits,Cancelled,Female,WH,No,Junior,3.5 - 4.0,FSHN_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-08-26,F24,Scheduled,08:00:00,08:30:00,30,,Coach H,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Building good study habits,Cancelled,Male,WH,No,Sophomore,3.0 - 3.49,AGHG_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-11-06,F24,Scheduled,13:30:00,14:00:00,30,,Coach D,Learning Center Academic Coaching,Student Success Center,OFFICE,Overcoming procrastination,Cancelled,Male,WH,Yes,Junior,2.5 - 2.99,CHME_BS,College of Engineering,Learning Center Academic Coaching
2024-11-12,F24,Scheduled,16:00:00,16:30:00,30,68.2,Coach R,Academic Coaching: Level II,Student Success Center 100,OFFICE,Other: please describe in comments,yes,Female,HI WH,No,Senior,3.0 - 3.49,PLSC_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-19,F24,Scheduled,12:00:00,12:30:00,30,,Coach A,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Building good study habits,Cancelled,Female,WH,No,Junior,Under 2.0,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-09-26,F24,Scheduled,08:00:00,08:30:00,30,53.5,Coach B,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Time management,yes,Female,WH,No,Senior,2.5 - 2.99,PRE_NURSE,College of Health Sciences,Learning Center Academic Coaching
2024-09-20,F24,Scheduled,11:00:00,11:30:00,30,46.2,Coach R,Academic Coaching: Level II,Student Success Center 100,OFFICE,Self-care and wellness,yes,Female,BL WH,No,Junior,3.5 - 4.0,CVEN_BSCIE,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-17,F24,Scheduled,10:30:00,11:00:00,30,33.4,Coach A,Learning Center Academic Coaching,Learning Center 100,OFFICE,Setting goals,yes,Female,HI WH,No,Sophomore,3.0 - 3.49,ANSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-10-18,F24,Scheduled,12:30:00,13:00:00,30,,Coach H,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Exam preparation,Cancelled,Female,BL,Yes,Freshman,2.5 - 2.99,MGMT_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-11-14,F24,Scheduled,12:00:00,12:30:00,30,,Coach B,Learning Center Academic Coaching,Zoom,ONLINE,Time management,Cancelled,Female,WH,No,Sophomore,2.5 - 2.99,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-11-19,F24,Scheduled,14:00:00,14:30:00,30,,Coach Q,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Setting goals,no,Female,WH,Yes,Freshman,3.5 - 4.0,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-12-05,F24,Scheduled,11:00:00,11:30:00,30,,Coach E,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Other: please describe in comments,Cancelled,Male,HI WH,No,Sophomore,Under 2.0,CVEN_BSCIE,College of Engineering,Learning Center Academic Coaching
2024-10-09,F24,Scheduled,14:30:00,15:00:00,30,25.6,Coach C,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Building good study habits,yes,Male,AI WH,No,Senior,2.0 - 2.49,MATH_BS,College of Arts and Science,Learning Center Academic Coaching
2024-09-28,F24,Scheduled,08:30:00,09:00:00,30,,Coach E,Learning Center Academic Coaching,Learning Center 100,OFFICE,Building good study habits,no,Male,WH,No,Sophomore,2.5 - 2.99,BRDJ_BS,School of Journalism,Learning Center Academic Coaching
2024-09-03,F24,Scheduled,12:00:00,12:30:00,30,41.6,Coach F,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Other: please describe in comments,yes,Male,WH,Yes,Junior,2.5 - 2.99,KINES_BS,College of Education and Human Development,Learning Center Academic Coaching
2024-09-18,F24,Scheduled,12:00:00,12:30:00,30,50.5,Coach H,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Time management,yes,Female,WH,No,Freshman,2.0 - 2.49,BIOSCI_BS,College of Arts and Science,Learning Center Academic Coaching
2024-08-31,F24,Scheduled,09:00:00,09:30:00,30,57.5,Coach L,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,WH,No,Senior,2.0 - 2.49,MKTG_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-11-28,F24,Scheduled,10:00:00,10:30:00,30,,Coach A,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Building good study habits,no,Female,WH,No,Sophomore,3.0 - 3.49,MAGA_BS,School of Journalism,Learning Center Academic Coaching
2024-12-02,F24,Scheduled,13:00:00,13:30:00,30,,Coach A,Learning Center Academic Coaching,Zoom,ONLINE,Time management,Cancelled,Male,WH,Yes,Senior,2.5 - 2.99,KINES_BS,College of Education and Human Development,Learning Center Academic Coaching
2024-11-05,F24,Scheduled,08:00:00,08:30:00,30,44.7,Coach L,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Self-care and wellness,yes,Female,WH,Yes,Senior,3.5 - 4.0,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-12-04,F24,Scheduled,16:00:00,16:30:00,30,58.7,Coach M,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Building good study habits,yes,Female,WH,No,Junior,2.5 - 2.99,MATH_BS,College of Arts and Science,Learning Center Academic Coaching
2024-11-26,F24,Scheduled,16:00:00,16:30:00,30,,Coach F,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Note-taking,Cancelled,Female,WH,No,Senior,3.5 - 4.0,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-11-15,F24,Scheduled,15:30:00,16:00:00,30,,Coach D,Learning Center Academic Coaching,Zoom,ONLINE,Time management,Cancelled,Female,WH,Yes,Sophomore,Under 2.0,ACCTCY_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-09-18,F24,Scheduled,12:30:00,13:00:00,30,31.6,Coach B,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,HI WH,Yes,Sophomore,3.0 - 3.49,UNDEC_BUS,Trulaske College of Business,Learning Center Academic Coaching
2024-09-03,F24,Scheduled,10:00:00,10:30:00,30,28.7,Coach R,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,WH,Yes,Sophomore,3.0 - 3.49,BRDJ_BS,School of Journalism,Learning Center Academic Coaching
2024-11-01,F24,Scheduled,11:30:00,12:00:00,30,,Coach E,Learning Center Academic Coaching,Zoom,ONLINE,Other: please describe in comments,Cancelled,Female,WH,No,Sophomore,2.0 - 2.49,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-09-26,F24,Scheduled,11:30:00,12:00:00,30,,Coach I,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,Cancelled,Male,WH,No,Senior,3.0 - 3.49,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-12-06,F24,Scheduled,12:30:00,13:00:00,30,43.5,Coach B,Learning Center Academic Coaching,Learning Center 100,OFFICE,Exam preparation,yes,Female,HI WH,No,Sophomore,3.0 - 3.49,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-10-15,F24,Scheduled,10:30:00,11:00:00,30,,Coach K,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Test-taking and test anxiety,Cancelled,Female,WH,No,Freshman,Under 2.0,CHME_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-11,F24,Scheduled,08:00:00,08:30:00,30,,Coach Q,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Building good study habits,Cancelled,Female,WH,No,Junior,3.0 - 3.49,BRDJ_BS,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-05,F24,Scheduled,11:30:00,12:00:00,30,65.5,Coach Q,Academic Coaching: Level II,Student Success Center 100,OFFICE,Memory techniques,yes,Female,WH,No,Junior,3.0 - 3.49,CVEN_BSCIE,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-18,F24,Scheduled,13:30:00,14:00:00,30,,Coach D,Learning Center Academic Coaching,Zoom,ONLINE,Exam preparation,Cancelled,Male,WH,Yes,Junior,2.0 - 2.49,MKTG_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-09-30,F24,Scheduled,16:30:00,17:00:00,30,61.7,Coach G,Academic Coaching: Level II,Student Success Center 100,OFFICE,Time management,yes,Female,WH,Yes,Sophomore,2.0 - 2.49,ECED_BSED,College of Education and Human Development,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-19,F24,Scheduled,16:30:00,17:00:00,30,,Coach G,Learning Center: First Level II Academic Coaching Appointment,Learning Center 100,OFFICE,Building good study habits,Cancelled,Female,WH,No,Freshman,3.0 - 3.49,POLS_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-28,F24,Scheduled,09:30:00,10:00:00,30,25.4,Coach M,Learning Center Academic Coaching,Zoom,ONLINE,Other: please describe in comments,yes,Female,WH,No,Freshman,Under 2.0,ANSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-09-28,F24,Scheduled,11:30:00,12:00:00,30,61.2,Coach C,Academic Coaching: Level II,Student Success Center,OFFICE,Setting goals,yes,Male,WH,No,Freshman,3.0 - 3.49,MAGA_BS,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-08-19,F24,Scheduled,16:00:00,16:30:00,30,32.3,Coach A,Learning Center Academic Coaching,Learning Center 100,OFFICE,Building good study habits,yes,Female,WH,No,Junior,3.0 - 3.49,ENGL_BA,College of Arts and Science,Learning Center Academic Coaching
2024-11-29,F24,Scheduled,12:30:00,13:00:00,30,50.0,Coach A,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Memory techniques,yes,Female,WH,No,Freshman,3.0 - 3.49,POLS_BA,College of Arts and Science,Learning Center Academic Coaching
2024-10-26,F24,Scheduled,16:30:00,17:00:00,30,47.3,Coach K,Learning Center Academic Coaching,Zoom,ONLINE,Other: please describe in comments,yes,Male,BL WH,No,Freshman,3.5 - 4.0,MATH_BS,College of Arts and Science,Learning Center Academic Coaching
2024-11-10,F24,Scheduled,11:00:00,11:30:00,30,,Coach I,Learning Center Academic Coaching,Student Success Center,OFFICE,Time management,Cancelled,Female,WH,No,Senior,2.5 - 2.99,MGMT_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-11-22,F24,Scheduled,12:00:00,12:30:00,30,35.5,Coach I,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Time management,yes,Male,WH,Yes,Freshman,2.0 - 2.49,INEG_BS,College of Engineering,Learning Center Academic Coaching
2024-08-31,F24,Scheduled,12:30:00,13:00:00,30,57.4,Coach R,Academic Coaching: Level II,Student Success Center,OFFICE,Building good study habits,yes,Female,WH,No,Freshman,3.0 - 3.49,PLSC_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-18,F24,Scheduled,09:30:00,10:00:00,30,34.5,Coach Q,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Memory techniques,yes,Female,HI WH,No,Senior,2.0 - 2.49,MKTG_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-10-26,F24,Scheduled,15:00:00,15:30:00,30,43.4,Coach F,Learning Center Academic Coaching,Zoom,ONLINE,Setting goals,yes,Female,BL WH,Yes,Freshman,2.5 - 2.99,AGHG_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-11-30,F24,Scheduled,11:30:00,12:00:00,30,52.6,Coach J,Learning Center Academic Coaching,Student Success Center,OFFICE,How to read textbooks,yes,Male,WH,No,Freshman,3.0 - 3.49,MAGA_BS,School of Journalism,Learning Center Academic Coaching
2024-11-15,F24,Scheduled,16:00:00,16:30:00,30,35.1,Coach F,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Building good study habits,yes,Female,BL WH,No,Freshman,3.5 - 4.0,CHEM_BS,College of Arts and Science,Learning Center Academic Coaching
2024-11-30,F24,Scheduled,16:30:00,17:00:00,30,,Coach B,Academic Coaching: Level II,Student Success Center 100,OFFICE,Test-taking and test anxiety,Cancelled,Male,WH,Yes,Sophomore,2.5 - 2.99,CHME_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-22,F24,Scheduled,11:30:00,12:00:00,30,48.5,Coach G,Learning Center Academic Coaching,Zoom,ONLINE,Time management,yes,Female,AS,No,Sophomore,3.0 - 3.49,BIOSCI_BS,College of Arts and Science,Learning Center Academic Coaching
2024-10-15,F24,Scheduled,11:00:00,11:30:00,30,39.2,Coach G,Learning Center Academic Coaching,Student Success Center,OFFICE,Campus resources,yes,Female,BL WH,No,Freshman,3.0 - 3.49,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-12-04,F24,Scheduled,08:30:00,09:00:00,30,54.9,Coach N,Academic Coaching: Level II,Student Success Center,OFFICE,Building good study habits,yes,Female,HI,Yes,Senior,3.0 - 3.49,CVEN_BSCIE,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-02,F24,Scheduled,10:30:00,11:00:00,30,43.0,Coach F,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Male,WH,No,Graduate Student,2.5 - 2.99,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-09-19,F24,Scheduled,12:30:00,13:00:00,30,,Coach C,Academic Coaching: Level II,Zoom,ONLINE,Building good study habits,Cancelled,Male,HI WH,Yes,Senior,3.5 - 4.0,ANSC_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-21,F24,Scheduled,14:00:00,14:30:00,30,,Coach C,Learning Center Academic Coaching,Learning Center 100,OFFICE,Campus resources,no,Female,HI,No,Senior,3.0 - 3.49,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-11-21,F24,Scheduled,12:30:00,13:00:00,30,52.7,Coach A,Learning Center: First Level II Academic Coaching Appointment,Student Success Center Main Floor,OFFICE,Time management,yes,Female,WH,No,Sophomore,3.0 - 3.49,MECH_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-04,F24,Scheduled,09:30:00,10:00:00,30,,Coach A,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Memory techniques,Cancelled,Female,HI WH,No,Senior,3.5 - 4.0,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-11-01,F24,Scheduled,09:00:00,09:30:00,30,39.0,Coach A,Learning Center Academic Coaching,Zoom,ONLINE,Self-care and wellness,yes,Female,BL WH,No,Freshman,3.0 - 3.49,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-11-30,F24,Scheduled,16:30:00,17:00:00,30,33.2,Coach O,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,WH,No,Senior,3.5 - 4.0,BRDJ_BS,School of Journalism,Learning Center Academic Coaching
2024-12-09,F24,Scheduled,14:00:00,14:30:00,30,,Coach I,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Memory techniques,no,Female,WH,Yes,Junior,2.0 - 2.49,ECED_BSED,College of Education and Human Development,Learning Center Academic Coaching
2024-08-19,F24,Scheduled,09:30:00,10:00:00,30,61.7,Coach A,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Time management,yes,Male,WH,No,Freshman,3.0 - 3.49,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-12-11,F24,Scheduled,11:00:00,11:30:00,30,44.3,Coach D,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Test-taking and test anxiety,yes,Female,AS,No,Freshman,2.0 - 2.49,AT_BS,College of Health Sciences,Learning Center Academic Coaching
2024-08-21,F24,Scheduled,15:00:00,15:30:00,30,,Coach J,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,Cancelled,Male,WH,No,Freshman,3.5 - 4.0,CVEN_BSCIE,College of Engineering,Learning Center Academic Coaching
2024-10-10,F24,Scheduled,08:30:00,09:00:00,30,,Coach G,Learning Center: First Level II Academic Coaching Appointment,Student Success Center 100,OFFICE,Exam preparation,Cancelled,Female,WH,Yes,Junior,2.0 - 2.49,CHME_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-07,F24,Scheduled,11:30:00,12:00:00,30,37.7,Coach D,Learning Center Academic Coaching,Zoom,ONLINE,Campus resources,yes,Female,BL WH,No,Senior,3.0 - 3.49,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-11-05,F24,Scheduled,09:30:00,10:00:00,30,45.9,Coach C,Learning Center Academic Coaching,Learning Center 100,OFFICE,Building good study habits,yes,Female,WH,Yes,Junior,Under 2.0,MECH_BS,College of Engineering,Learning Center Academic Coaching
2024-11-15,F24,Scheduled,10:00:00,10:30:00,30,43.0,Coach L,Learning Center Academic Coaching,Zoom,ONLINE,How to use technology effectively,yes,Female,WH,No,Senior,2.0 - 2.49,AT_BS,College of Health Sciences,Learning Center Academic Coaching
2024-09-19,F24,Scheduled,08:00:00,08:30:00,30,,Coach I,Learning Center Academic Coaching,Student Success Center 100,OFFICE,How to use technology effectively,Cancelled,Male,AS WH,No,Sophomore,2.5 - 2.99,MKTG_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-09-14,F24,Scheduled,09:00:00,09:30:00,30,42.0,Coach E,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Building good study habits,yes,Female,WH,No,Sophomore,2.5 - 2.99,MATH_BS,College of Arts and Science,Learning Center Academic Coaching
2024-12-08,F24,Scheduled,13:30:00,14:00:00,30,,Coach R,Learning Center Academic Coaching,Zoom,ONLINE,Test-taking and test anxiety,Cancelled,Male,WH,Yes,Sophomore,Under 2.0,HLTHSC_BHS,College of Health Sciences,Learning Center Academic Coaching
2024-11-08,F24,Scheduled,10:00:00,10:30:00,30,49.5,Coach D,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Overcoming procrastination,yes,Female,HI WH,No,Senior,2.0 - 2.49,MKTG_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-09-23,F24,Scheduled,14:00:00,14:30:00,30,,Coach C,Academic Coaching: Level II,Learning Center 100,OFFICE,Exam preparation,Cancelled,Female,BL WH,No,Sophomore,3.0 - 3.49,MATH_BS,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-16,F24,Scheduled,16:30:00,17:00:00,30,,Coach B,Learning Center Academic Coaching,Student Success Center,OFFICE,Overcoming procrastination,no,Female,WH,Yes,Freshman,Under 2.0,CHME_BS,College of Engineering,Learning Center Academic Coaching
2024-08-20,F24,Scheduled,15:00:00,15:30:00,30,50.8,Coach G,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Time management,yes,Female,WH,No,Sophomore,2.5 - 2.99,HLTHSC_BHS,College of Health Sciences,Learning Center Academic Coaching
2024-12-04,F24,Scheduled,15:30:00,16:00:00,30,39.2,Coach C,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Male,WH,No,Freshman,2.5 - 2.99,ANSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-10-20,F24,Scheduled,14:00:00,14:30:00,30,56.8,Coach R,Academic Coaching: Level II,Student Success Center 100,OFFICE,Building good study habits,yes,Male,WH,No,Junior,2.5 - 2.99,ENGL_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-22,F24,Scheduled,16:30:00,17:00:00,30,41.5,Coach K,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Male,BL,No,Freshman,3.0 - 3.49,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-09-20,F24,Scheduled,11:00:00,11:30:00,30,41.3,Coach H,Learning Center: First Level II Academic Coaching Appointment,SSC M124,ELSEWHERE,Building good study habits,yes,Male,WH,No,Freshman,3.5 - 4.0,CVEN_BSCIE,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-28,F24,Scheduled,14:30:00,15:00:00,30,48.4,Coach A,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Building good study habits,yes,Female,WH,No,Junior,3.0 - 3.49,BRDJ_BS,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-16,F24,Scheduled,12:00:00,12:30:00,30,,Coach H,Academic Coaching: Level II,Student Success Center Main Floor,OFFICE,Building good study habits,Cancelled,Female,WH,No,Freshman,3.0 - 3.49,ACCTCY_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-08-24,F24,Scheduled,13:30:00,14:00:00,30,56.3,Coach F,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Exam preparation,yes,Female,WH,No,Sophomore,2.5 - 2.99,CPEG_BS,College of Engineering,Learning Center Academic Coaching
2024-11-15,F24,Scheduled,09:00:00,09:30:00,30,58.8,Coach G,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Building good study habits,yes,Female,WH,Yes,Senior,2.5 - 2.99,CVEN_BSCIE,College of Engineering,Learning Center Academic Coaching
2024-11-21,F24,Scheduled,09:00:00,09:30:00,30,59.8,Coach I,Academic Coaching: Level II,Learning Center 100,OFFICE,Note-taking,yes,Female,BL WH,No,Freshman,Under 2.0,HIST_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-08-23,F24,Scheduled,12:00:00,12:30:00,30,49.2,Coach P,Learning Center Academic Coaching,Learning Center 100,OFFICE,Building good study habits,yes,Female,WH,No,Sophomore,Under 2.0,AT_BS,College of Health Sciences,Learning Center Academic Coaching
2024-09-14,F24,Scheduled,09:30:00,10:00:00,30,46.8,Coach P,Learning Center Academic Coaching,Student Success Center,OFFICE,Building good study habits,yes,Male,WH,No,Senior,Under 2.0,UNDEC_BUS,Trulaske College of Business,Learning Center Academic Coaching
2024-11-24,F24,Scheduled,11:00:00,11:30:00,30,71.7,Coach F,Learning Center Academic Coaching,Zoom,ONLINE,Exam preparation,yes,Female,WH,Yes,Junior,2.5 - 2.99,PSYCH_BA,College of Arts and Science,Learning Center Academic Coaching
2024-12-04,F24,Scheduled,15:00:00,15:30:00,30,,Coach L,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Building good study habits,Cancelled,Female,BL,No,Senior,3.0 - 3.49,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-08-19,F24,Scheduled,14:30:00,15:00:00,30,54.1,Coach P,Learning Center Academic Coaching,Zoom,ONLINE,Exam preparation,yes,Female,WH,No,Freshman,3.5 - 4.0,PRE_NURSE,College of Health Sciences,Learning Center Academic Coaching
2024-10-31,F24,Scheduled,08:30:00,09:00:00,30,,Coach B,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Building good study habits,Cancelled,Female,WH,Yes,Junior,3.5 - 4.0,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-09-13,F24,Scheduled,10:30:00,11:00:00,30,42.8,Coach E,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,BL,No,Freshman,3.5 - 4.0,MAGA_BS,School of Journalism,Learning Center Academic Coaching
2024-09-14,F24,Scheduled,13:30:00,14:00:00,30,35.4,Coach M,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Building good study habits,yes,Male,WH,Yes,Sophomore,3.0 - 3.49,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-08-19,F24,Scheduled,10:30:00,11:00:00,30,,Coach A,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Note-taking,no,Male,BL WH,Yes,Freshman,3.5 - 4.0,CHEM_BS,College of Arts and Science,Learning Center Academic Coaching
2024-09-15,F24,Scheduled,09:00:00,09:30:00,30,47.5,Coach E,Academic Coaching: Level II,Zoom,ONLINE,Building good study habits,yes,Female,WH,Yes,Freshman,2.0 - 2.49,PSYCH_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-29,F24,Scheduled,16:30:00,17:00:00,30,63.8,Coach O,Academic Coaching: Level II,Student Success Center 100,OFFICE,Self-care and wellness,yes,Female,BL WH,No,Sophomore,Under 2.0,MECH_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-15,F24,Scheduled,14:00:00,14:30:00,30,,Coach H,Learning Center Academic Coaching,Learning Center 100,OFFICE,Building good study habits,Cancelled,Female,HI WH,No,Freshman,3.0 - 3.49,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-11-25,F24,Scheduled,08:00:00,08:30:00,30,37.2,Coach E,Learning Center Academic Coaching,Zoom,ONLINE,Setting goals,yes,Male,BL WH,No,Freshman,3.5 - 4.0,HLTH_BS,College of Health Sciences,Learning Center Academic Coaching
2024-11-28,F24,Scheduled,10:00:00,10:30:00,30,31.2,Coach B,Learning Center Academic Coaching,Zoom,ONLINE,Exam preparation,yes,Female,WH,No,Sophomore,3.0 - 3.49,PSYCH_BA,College of Arts and Science,Learning Center Academic Coaching
2024-12-01,F24,Scheduled,10:00:00,10:30:00,30,38.2,Coach F,Learning Center Academic Coaching,Zoom,ONLINE,Setting goals,yes,Female,WH,No,Freshman,3.0 - 3.49,MAGA_BS,School of Journalism,Learning Center Academic Coaching
