student_id,semester,course_section,age,class_level,first_gen_student,major_type,prior_gpa,study_hours_per_week,attendance_rate,part_time_work_hours,tutoring_sessions,extracurricular_activities,sleep_hours_per_night,anxiety_score,final_score,letter_grade,passed
STU0218,S25,C,20,Freshman,No,STEM,2.73,3.5,0.757,0.0,4,2,7.3,6.0,70.5,C,Pass
STU0219,F24,C,22,Sophomore,Yes,STEM,2.56,14.5,0.899,5.3,4,5,6.7,8.0,71.0,C,Pass
STU0220,F24,C,21,Sophomore,No,Non-STEM,2.96,2.2,0.831,0.0,3,1,4.6,7.0,67.5,D,Pass
STU0221,F23,A,24,Junior,No,Non-STEM,4.0,3.9,0.945,0.0,0,2,5.7,4.0,82.4,B,Pass
STU0222,F23,A,29,Senior,Yes,STEM,1.59,7.0,0.799,0.0,6,2,,8.0,65.9,D,Pass
STU0223,F23,A,25,Senior,No,STEM,3.38,8.8,0.874,12.3,1,0,5.8,5.0,78.8,C,Pass
STU0224,F24,B,23,Freshman,No,Non-STEM,1.77,2.8,0.664,3.6,4,0,7.1,8.0,55.5,F,Fail
STU0225,S24,C,23,Senior,No,Non-STEM,2.57,11.0,0.753,1.1,3,0,7.7,6.0,79.1,C,Pass
STU0226,S25,A,24,Freshman,No,STEM,3.66,9.6,0.633,0.0,6,2,8.1,5.0,75.2,C,Pass
STU0227,F24,B,28,Senior,Yes,Non-STEM,2.94,18.5,0.801,3.1,2,2,5.2,6.0,83.2,B,Pass
STU0228,S24,A,24,Freshman,Yes,Non-STEM,2.15,8.9,0.861,0.0,4,2,9.7,3.0,74.1,C,Pass
STU0229,F24,A,18,Sophomore,Yes,Non-STEM,2.4,11.7,0.773,0.0,4,0,7.8,,85.7,B,Pass
STU0230,S24,B,20,Freshman,Yes,Non-STEM,3.38,4.9,0.649,14.5,2,2,6.8,6.0,73.0,C,Pass
STU0231,F24,B,27,Freshman,Yes,STEM,2.39,5.1,0.766,18.7,5,4,8.2,5.0,63.4,D,Pass
STU0232,F24,C,23,Junior,No,Non-STEM,3.05,3.1,0.811,0.0,3,1,9.9,6.0,69.9,D,Pass
STU0233,S24,A,28,Senior,Yes,Non-STEM,2.93,4.9,0.659,0.0,1,2,4.9,6.0,73.2,C,Pass
STU0234,S24,C,25,Sophomore,No,Non-STEM,2.44,6.7,0.792,6.0,12,3,6.5,7.0,59.8,F,Fail
STU0235,S24,A,23,Junior,No,STEM,4.0,17.4,0.647,0.0,1,3,4.0,2.0,86.1,B,Pass
STU0236,S24,A,23,Junior,No,Non-STEM,3.34,4.4,0.786,0.0,3,2,7.1,7.0,68.5,D,Pass
STU0237,S24,B,21,Freshman,No,STEM,1.48,27.0,0.814,10.7,5,3,7.3,10.0,66.5,D,Pass
STU0238,S24,C,22,Freshman,No,STEM,3.03,12.3,0.693,40.0,4,1,6.7,9.0,64.5,D,Pass
STU0239,S24,A,19,Freshman,No,Non-STEM,2.44,10.8,0.88,2.2,2,4,5.9,6.0,76.5,C,Pass
STU0240,S24,A,20,Sophomore,No,Non-STEM,3.5,8.5,0.466,0.6,1,1,4.1,5.0,67.7,D,Pass
STU0241,F24,B,20,Freshman,No,Non-STEM,2.35,7.4,0.821,18.1,5,1,7.3,8.0,64.6,D,Pass
STU0242,S24,A,22,Freshman,No,Non-STEM,2.82,5.5,0.771,0.0,2,0,8.7,5.0,78.3,C,Pass
STU0243,S24,C,21,Freshman,Yes,Non-STEM,3.25,2.7,0.871,21.2,1,3,6.0,6.0,66.1,D,Pass
STU0244,F24,C,19,Freshman,No,Non-STEM,3.51,4.5,0.881,0.0,3,2,7.4,6.0,72.1,C,Pass
STU0245,F24,A,24,Senior,No,Non-STEM,2.06,21.2,0.866,0.0,5,1,4.8,9.0,74.9,C,Pass
STU0246,F23,B,21,Freshman,No,STEM,2.67,11.8,0.907,6.3,2,1,7.4,4.0,72.9,C,Pass
STU0247,F23,C,26,Sophomore,Yes,Non-STEM,2.57,21.1,0.632,0.0,5,4,6.3,5.0,72.5,C,Pass
STU0248,S24,A,24,Sophomore,No,Non-STEM,2.44,5.4,0.723,0.0,4,3,5.8,4.0,72.4,C,Pass
STU0249,S24,B,30,Sophomore,No,STEM,4.0,3.8,0.724,0.0,0,2,5.8,6.0,90.4,A,Pass
STU0250,F23,A,22,Freshman,Yes,Non-STEM,3.18,8.4,0.947,0.0,3,2,6.3,4.0,77.5,C,Pass
STU0251,F23,B,21,Freshman,No,Non-STEM,2.02,4.6,0.862,2.5,4,2,7.3,4.0,65.1,D,Pass
STU0252,S25,A,20,Freshman,No,STEM,3.54,9.6,0.613,8.5,0,1,5.1,6.0,77.9,C,Pass
STU0253,S25,C,25,Sophomore,No,Non-STEM,4.0,2.2,0.857,9.0,0,4,6.3,7.0,71.0,C,Pass
STU0254,S24,B,25,Freshman,No,Non-STEM,3.62,1.4,0.815,0.0,1,0,6.7,5.0,81.7,B,Pass
STU0255,S25,A,22,Sophomore,No,STEM,1.84,10.5,0.797,0.0,4,2,5.4,6.0,57.9,F,Fail
STU0256,F23,C,23,Junior,No,STEM,2.56,21.6,0.607,0.0,4,1,9.1,6.0,73.6,C,Pass
STU0257,S24,A,27,Sophomore,Yes,Non-STEM,3.79,10.8,0.662,0.0,2,2,5.7,6.0,87.4,B,Pass
STU0258,F24,B,25,Sophomore,No,Non-STEM,2.4,11.8,0.941,0.0,3,2,5.9,4.0,73.3,C,Pass
STU0259,F24,B,23,Sophomore,No,Non-STEM,3.21,8.7,0.977,8.3,3,2,5.5,5.0,72.8,C,Pass
STU0260,F23,A,19,Junior,No,Non-STEM,3.44,9.2,0.782,26.9,1,0,9.1,6.0,78.4,C,Pass
STU0261,S25,C,20,Freshman,No,Non-STEM,2.25,2.6,0.85,30.3,3,2,7.5,7.0,61.8,D,Pass
STU0262,F24,C,21,Junior,Yes,Non-STEM,2.86,4.8,0.818,0.0,4,1,,5.0,70.8,C,Pass
STU0263,S25,A,22,Junior,No,STEM,1.0,17.3,0.746,20.6,5,1,8.2,10.0,57.7,F,Fail
STU0264,F24,C,20,Sophomore,No,STEM,2.18,6.6,0.785,0.0,3,0,7.1,7.0,67.3,D,Pass
STU0265,S25,B,20,Freshman,Yes,Non-STEM,2.72,17.1,0.642,0.0,3,3,7.1,6.0,74.9,C,Pass
STU0266,F24,C,22,Sophomore,Yes,Non-STEM,2.03,9.1,0.925,9.4,4,2,6.4,,68.2,D,Pass
STU0267,F24,A,23,Freshman,Yes,Non-STEM,4.0,9.4,0.59,1.9,2,2,5.8,5.0,90.8,A,Pass
STU0268,S24,B,24,Freshman,No,Non-STEM,1.9,6.6,0.973,0.0,4,3,7.2,5.0,55.2,F,Fail
STU0269,S24,B,19,Freshman,Yes,Non-STEM,2.59,12.9,0.477,0.0,2,2,6.1,5.0,72.4,C,Pass
STU0270,F23,B,21,Freshman,Yes,Non-STEM,2.99,14.8,0.955,0.0,2,2,9.2,5.0,73.1,C,Pass
STU0271,F24,B,19,Sophomore,No,Non-STEM,3.91,4.6,0.719,10.4,1,1,5.1,5.0,88.7,B,Pass
STU0272,S25,A,22,Junior,No,Non-STEM,1.89,2.8,0.532,15.0,4,1,8.8,8.0,57.5,F,Fail
STU0273,F24,C,22,Freshman,Yes,Non-STEM,3.71,1.6,0.91,29.8,1,2,6.7,7.0,71.8,C,Pass
STU0274,S25,B,22,Senior,Yes,Non-STEM,2.91,11.4,0.82,0.0,4,2,7.2,4.0,77.4,C,Pass
STU0275,S25,C,22,Senior,Yes,STEM,2.21,10.6,0.824,0.0,6,3,7.9,10.0,62.9,D,Pass
STU0276,F24,A,21,Senior,Yes,Non-STEM,3.22,31.5,0.858,6.0,1,3,6.0,7.0,87.1,B,Pass
STU0277,S25,B,22,Junior,Yes,Non-STEM,3.04,8.7,0.803,0.0,2,1,7.9,5.0,84.5,B,Pass
STU0278,F23,C,24,Sophomore,No,STEM,2.48,7.7,0.631,0.0,3,0,4.0,,71.0,C,Pass
STU0279,S24,B,21,Freshman,Yes,Non-STEM,2.95,9.8,0.759,9.2,6,2,5.9,5.0,83.1,B,Pass
STU0280,S25,C,20,Sophomore,No,Non-STEM,2.63,10.2,0.789,13.5,12,1,5.6,6.0,67.8,D,Pass
STU0281,F24,C,23,Sophomore,No,STEM,2.98,7.3,0.568,6.5,2,0,5.2,6.0,69.0,D,Pass
STU0282,S24,B,25,Junior,No,Non-STEM,3.36,4.7,0.86,15.7,2,4,6.5,3.0,72.8,C,Pass
STU0283,F23,B,19,Senior,No,STEM,4.0,8.4,0.764,8.9,0,1,,2.0,80.9,B,Pass
STU0284,S25,A,19,Sophomore,No,STEM,2.03,8.2,0.479,0.9,3,4,7.7,5.0,62.5,D,Pass
STU0285,S25,B,19,Freshman,No,Non-STEM,4.0,8.1,0.821,2.6,0,3,7.1,4.0,83.6,B,Pass
STU0286,S24,A,22,Freshman,No,Non-STEM,1.53,13.7,0.758,0.0,5,3,5.9,6.0,65.2,D,Pass
STU0287,S25,C,30,Freshman,Yes,Non-STEM,2.79,8.3,0.638,0.0,2,1,7.3,7.0,71.4,C,Pass
STU0288,F24,B,28,Sophomore,Yes,Non-STEM,3.31,2.9,0.713,0.0,1,1,7.0,2.0,76.1,C,Pass
STU0289,S24,B,23,Sophomore,No,Non-STEM,3.1,5.3,0.603,1.5,3,2,8.0,4.0,74.6,C,Pass
STU0290,S24,A,19,Junior,No,STEM,2.46,7.2,0.682,0.0,3,1,7.8,8.0,79.6,C,Pass
STU0291,S25,C,28,Sophomore,No,STEM,2.75,8.6,0.558,2.8,3,1,6.8,6.0,67.7,D,Pass
STU0292,F23,A,29,Senior,No,Non-STEM,2.55,11.6,0.764,0.0,2,1,5.6,7.0,78.8,C,Pass
STU0293,F23,A,20,Sophomore,No,STEM,2.49,8.6,0.731,0.0,2,1,6.0,9.0,82.0,B,Pass
STU0294,F23,A,22,Junior,No,Non-STEM,3.49,1.4,0.605,4.0,1,1,6.1,4.0,81.6,B,Pass
STU0295,F23,C,25,Freshman,No,Non-STEM,3.15,3.2,0.936,0.0,1,3,6.4,5.0,78.2,C,Pass
STU0296,S24,C,28,Senior,No,Non-STEM,2.41,12.1,0.686,0.0,3,1,7.1,5.0,68.4,D,Pass
STU0297,S24,B,22,Junior,No,STEM,3.53,7.1,0.954,0.0,0,0,7.7,1.0,83.7,B,Pass
STU0298,S25,C,26,Freshman,No,Non-STEM,3.12,9.1,0.725,28.1,2,2,6.7,7.0,60.0,D,Pass
STU0299,F23,A,24,Freshman,Yes,Non-STEM,3.47,6.5,0.914,0.0,1,5,6.8,6.0,83.7,B,Pass
STU0300,F23,C,23,Senior,No,STEM,3.34,5.3,0.897,13.3,2,1,7.0,7.0,72.4,C,Pass
STU0301,S25,A,23,Freshman,Yes,Non-STEM,2.32,6.7,0.923,2.5,4,0,6.1,7.0,71.7,C,Pass
STU0302,S25,A,30,Sophomore,Yes,Non-STEM,2.51,9.2,0.87,0.0,2,2,5.6,5.0,80.4,B,Pass
STU0303,S25,A,23,Freshman,No,Non-STEM,3.42,8.3,0.756,0.0,1,4,4.5,3.0,74.9,C,Pass
STU0304,F24,B,24,Junior,Yes,STEM,3.33,14.8,0.901,0.0,1,3,5.9,6.0,90.4,A,Pass
STU0305,S25,C,30,Junior,No,STEM,2.89,2.4,0.938,4.5,3,2,7.4,5.0,73.9,C,Pass
STU0306,S25,B,24,Sophomore,Yes,Non-STEM,2.98,2.7,0.807,0.0,2,1,5.9,5.0,71.5,C,Pass
STU0307,F24,C,21,Sophomore,No,STEM,3.79,7.0,0.785,0.0,1,2,6.5,4.0,77.7,C,Pass
STU0308,F23,B,22,Senior,Yes,STEM,2.49,11.6,0.65,6.1,3,0,7.4,8.0,72.2,C,Pass
STU0309,S24,A,20,Junior,No,STEM,3.28,13.3,0.912,3.4,4,2,,6.0,91.0,A,Pass
STU0310,F23,B,22,Senior,Yes,STEM,2.76,5.4,0.456,0.0,3,3,5.4,3.0,69.5,D,Pass
STU0311,S24,B,22,Sophomore,No,STEM,2.75,0.6,0.764,0.0,3,5,8.1,3.0,70.8,C,Pass
STU0312,S24,C,21,Freshman,No,STEM,3.67,5.5,0.671,16.4,1,1,8.3,6.0,71.7,C,Pass
STU0313,S25,B,23,Sophomore,No,Non-STEM,3.48,10.6,0.837,40.0,5,0,5.3,8.0,79.2,C,Pass
STU0314,S25,B,19,Junior,Yes,Non-STEM,3.47,8.1,0.756,6.9,3,2,5.7,4.0,75.3,C,Pass
STU0315,F24,A,30,Freshman,Yes,Non-STEM,3.81,11.9,0.654,23.7,0,3,8.3,8.0,78.7,C,Pass
STU0316,F23,B,22,Freshman,Yes,Non-STEM,2.91,16.9,0.774,10.0,4,3,,6.0,84.4,B,Pass
STU0317,F23,C,22,Freshman,No,Non-STEM,3.38,7.4,0.763,2.1,1,1,4.0,5.0,74.3,C,Pass
STU0318,S24,A,28,Sophomore,No,Non-STEM,2.68,6.0,0.649,14.1,4,1,5.0,8.0,73.4,C,Pass
STU0319,S25,C,24,Junior,No,Non-STEM,3.13,4.2,0.941,0.0,3,2,6.5,4.0,68.8,D,Pass
STU0320,S25,B,21,Freshman,Yes,Non-STEM,2.81,2.7,0.863,12.6,2,1,,9.0,65.3,D,Pass
STU0321,F23,A,22,Junior,No,Non-STEM,2.97,2.1,0.936,0.0,3,3,6.3,4.0,83.2,B,Pass
STU0322,F24,C,27,Senior,No,Non-STEM,3.32,5.0,0.734,0.0,1,2,6.8,6.0,69.0,D,Pass
STU0323,S25,B,27,Freshman,Yes,Non-STEM,2.33,15.5,0.815,27.8,3,3,8.7,10.0,66.6,D,Pass
STU0324,F24,A,21,Junior,No,Non-STEM,4.0,12.6,0.839,0.0,0,2,6.4,2.0,91.1,A,Pass
STU0325,F23,A,28,Senior,No,STEM,2.2,5.8,0.644,8.0,4,3,8.2,6.0,62.4,D,Pass
STU0326,F23,A,19,Senior,Yes,STEM,2.05,27.2,0.955,0.0,3,1,8.7,8.0,81.1,B,Pass
STU0327,F24,C,29,Freshman,Yes,STEM,3.71,5.3,0.821,4.7,0,3,8.7,6.0,76.6,C,Pass
STU0328,S25,B,24,Freshman,Yes,STEM,3.45,17.9,0.895,40.0,2,1,7.2,8.0,75.9,C,Pass
STU0329,F23,C,28,Freshman,No,STEM,3.34,20.4,0.834,13.2,1,2,4.2,5.0,85.8,B,Pass
STU0330,S24,A,25,Junior,Yes,Non-STEM,3.34,11.1,0.44,0.0,1,1,7.4,6.0,86.2,B,Pass
STU0331,F23,A,21,Junior,Yes,Non-STEM,2.89,5.0,0.932,0.0,2,2,8.2,7.0,71.9,C,Pass
STU0332,S25,A,22,Junior,No,Non-STEM,2.27,6.4,0.708,11.7,3,1,6.7,5.0,68.5,D,Pass
STU0333,S24,B,21,Freshman,Yes,STEM,2.95,9.3,0.946,0.0,2,1,9.1,3.0,82.4,B,Pass
STU0334,F23,C,21,Freshman,Yes,Non-STEM,2.43,2.8,0.822,0.3,2,5,7.9,6.0,73.2,C,Pass
STU0335,S25,B,24,Sophomore,No,Non-STEM,3.58,3.9,0.924,7.2,5,1,7.5,6.0,80.4,B,Pass
STU0336,S25,A,19,Sophomore,Yes,STEM,2.8,3.7,0.985,0.0,3,3,8.2,5.0,77.6,C,Pass
STU0337,F23,C,22,Junior,No,Non-STEM,2.32,11.6,0.731,0.0,3,5,7.2,7.0,71.9,C,Pass
STU0338,S25,C,23,Sophomore,No,Non-STEM,2.68,16.8,0.809,0.0,2,0,4.0,4.0,78.7,C,Pass
STU0339,F24,A,19,Freshman,No,Non-STEM,3.19,12.9,0.826,2.2,2,2,6.2,2.0,78.6,C,Pass
STU0340,S24,C,24,Freshman,No,STEM,2.51,15.2,0.829,0.0,3,1,8.4,5.0,75.4,C,Pass
STU0341,F24,A,25,Freshman,Yes,Non-STEM,2.32,4.7,0.62,0.0,3,0,5.8,6.0,75.5,C,Pass
STU0342,F23,A,24,Freshman,No,Non-STEM,3.07,6.6,0.852,0.0,1,2,6.5,4.0,77.4,C,Pass
STU0343,F24,A,24,Freshman,No,Non-STEM,3.07,6.9,0.818,4.6,4,4,5.4,3.0,78.0,C,Pass
STU0344,F23,B,23,Freshman,No,Non-STEM,2.55,11.1,0.844,0.0,2,0,9.1,3.0,74.8,C,Pass
STU0345,F23,B,20,Freshman,No,Non-STEM,2.57,5.1,0.937,0.0,3,2,9.0,5.0,61.0,D,Pass
STU0346,S25,A,29,Freshman,No,Non-STEM,3.06,14.6,0.791,1.9,4,2,5.7,6.0,81.1,B,Pass
STU0347,S25,A,18,Junior,No,STEM,1.89,20.1,0.713,0.9,5,3,7.0,8.0,76.0,C,Pass
STU0348,F23,C,22,Freshman,No,Non-STEM,1.91,11.4,0.992,20.1,4,0,5.9,10.0,59.2,F,Fail
STU0349,S24,C,21,Junior,No,STEM,2.4,6.4,0.525,0.0,4,2,7.6,4.0,59.7,F,Fail
STU0350,S24,C,23,Junior,No,Non-STEM,2.75,4.4,0.916,0.0,2,2,,3.0,66.8,D,Pass
STU0351,S24,A,20,Sophomore,No,Non-STEM,3.12,3.7,0.849,15.1,3,2,7.9,7.0,76.7,C,Pass
STU0352,F24,A,27,Senior,No,STEM,3.93,1.4,0.934,0.0,0,4,7.2,5.0,92.3,A,Pass
STU0353,F23,A,19,Freshman,No,Non-STEM,3.5,7.1,0.922,7.8,3,3,10.0,6.0,88.2,B,Pass
STU0354,S25,A,21,Junior,No,Non-STEM,2.79,6.8,0.666,12.3,6,0,5.5,3.0,65.3,D,Pass
STU0355,F24,B,22,Senior,No,STEM,2.89,14.0,0.852,0.0,5,2,4.6,4.0,82.7,B,Pass
STU0356,F24,B,24,Senior,Yes,Non-STEM,2.2,5.4,0.755,11.7,6,1,6.3,7.0,60.5,D,Pass
STU0357,S25,C,24,Freshman,No,STEM,2.89,7.3,0.537,18.1,2,1,,7.0,60.6,D,Pass
STU0358,F23,B,26,Freshman,Yes,Non-STEM,2.7,9.9,0.69,0.0,2,2,4.9,6.0,69.8,D,Pass
STU0359,F24,A,25,Freshman,No,STEM,3.13,11.3,0.84,5.3,2,1,5.5,5.0,83.2,B,Pass
STU0360,F23,A,22,Sophomore,No,Non-STEM,2.32,13.1,0.906,0.0,4,2,5.6,6.0,80.9,B,Pass
STU0361,F23,B,26,Junior,Yes,Non-STEM,3.26,9.3,0.86,0.0,4,5,5.6,5.0,77.8,C,Pass
STU0362,F23,A,22,Freshman,No,Non-STEM,3.97,2.9,0.705,0.0,0,0,,5.0,81.0,B,Pass
STU0363,S25,A,19,Sophomore,No,STEM,2.82,10.7,0.632,24.6,5,4,6.1,8.0,71.8,C,Pass
STU0364,F23,B,19,Junior,Yes,Non-STEM,3.18,5.1,0.693,5.0,3,2,6.6,5.0,75.6,C,Pass
STU0365,F24,A,22,Sophomore,No,Non-STEM,3.38,17.3,0.899,17.6,6,2,8.0,6.0,89.3,B,Pass
STU0366,S25,A,20,Senior,No,STEM,2.62,8.4,0.964,0.0,5,3,5.8,5.0,70.2,C,Pass
STU0367,S25,C,22,Junior,Yes,Non-STEM,3.06,9.7,0.941,25.7,1,1,6.5,8.0,68.8,D,Pass
STU0368,F24,C,25,Freshman,No,STEM,2.91,33.0,0.906,0.0,1,2,7.3,5.0,83.1,B,Pass
STU0369,S25,A,21,Sophomore,No,Non-STEM,2.97,13.2,0.811,8.7,1,2,4.3,6.0,77.4,C,Pass
STU0370,F24,A,18,Freshman,Yes,Non-STEM,2.36,10.6,0.976,0.0,3,1,,,73.0,C,Pass
STU0371,S24,C,24,Sophomore,Yes,Non-STEM,2.92,7.5,0.613,0.0,3,4,7.2,5.0,70.1,C,Pass
STU0372,F24,A,21,Senior,No,Non-STEM,3.25,3.1,0.861,0.0,3,3,7.4,4.0,74.1,C,Pass
STU0373,S25,B,22,Senior,No,Non-STEM,3.92,7.1,0.899,0.9,3,0,9.5,5.0,76.1,C,Pass
STU0374,F24,A,30,Sophomore,Yes,STEM,3.57,4.3,0.62,0.0,2,0,7.0,2.0,69.1,D,Pass
STU0375,S24,A,26,Freshman,Yes,Non-STEM,4.0,21.6,0.811,33.3,0,2,7.9,5.0,86.1,B,Pass
STU0376,F23,C,27,Freshman,No,Non-STEM,2.36,10.6,0.776,0.0,3,0,6.5,6.0,66.7,D,Pass
STU0377,F23,C,21,Sophomore,No,Non-STEM,3.51,16.9,0.798,0.0,0,2,7.2,5.0,78.8,C,Pass
STU0378,F23,A,30,Freshman,No,Non-STEM,3.03,5.3,0.673,7.9,2,0,9.0,4.0,81.4,B,Pass
STU0379,S25,A,20,Sophomore,No,STEM,4.0,4.6,0.952,1.2,0,2,4.0,3.0,80.3,B,Pass
STU0380,S24,A,19,Freshman,No,Non-STEM,2.33,12.4,0.809,17.5,2,0,7.3,6.0,78.6,C,Pass
STU0381,F24,A,30,Freshman,No,STEM,2.31,4.2,0.713,0.0,3,1,9.6,5.0,78.7,C,Pass
STU0382,F24,C,18,Freshman,No,STEM,2.48,6.0,0.755,0.0,2,2,7.2,7.0,56.9,F,Fail
STU0383,F24,B,21,Senior,No,Non-STEM,1.41,22.2,0.815,0.0,6,2,8.9,8.0,72.0,C,Pass
STU0384,F24,B,24,Junior,No,STEM,2.53,6.2,0.903,21.8,3,5,6.0,7.0,63.9,D,Pass
STU0385,S25,C,22,Freshman,No,STEM,2.37,2.6,0.896,0.9,3,3,6.8,5.0,51.2,F,Fail
STU0386,S25,C,21,Freshman,No,Non-STEM,3.01,1.8,0.917,25.6,2,1,6.8,5.0,57.6,F,Fail
STU0387,S24,C,23,Sophomore,No,STEM,3.14,2.3,0.979,3.6,6,0,4.0,7.0,73.6,C,Pass
STU0388,F24,A,22,Freshman,No,STEM,4.0,17.5,0.883,0.0,0,3,5.3,5.0,100.0,A,Pass
STU0389,F23,A,23,Sophomore,Yes,STEM,3.57,5.5,0.957,33.0,1,4,5.4,6.0,78.6,C,Pass
STU0390,S25,B,28,Junior,No,STEM,2.5,32.4,0.773,13.6,4,3,7.9,8.0,83.7,B,Pass
STU0391,S24,B,25,Sophomore,No,Non-STEM,2.27,20.2,0.78,6.4,4,0,7.9,6.0,75.5,C,Pass
STU0392,S24,C,22,Sophomore,Yes,Non-STEM,3.24,25.3,0.809,0.0,5,5,7.2,4.0,94.2,A,Pass
STU0393,S25,B,23,Sophomore,No,Non-STEM,1.98,15.4,0.88,0.0,4,1,7.9,7.0,83.2,B,Pass
STU0394,F23,C,18,Senior,Yes,Non-STEM,4.0,12.0,0.682,0.0,0,3,6.6,3.0,79.5,C,Pass
STU0395,F23,A,22,Senior,No,STEM,3.73,4.5,0.892,0.0,0,4,8.4,4.0,73.2,C,Pass
STU0396,F24,C,24,Sophomore,Yes,STEM,2.57,8.2,0.755,0.0,3,1,6.8,6.0,58.4,F,Fail
STU0397,S25,A,20,Freshman,No,STEM,1.7,12.8,0.771,0.0,4,4,6.9,6.0,77.0,C,Pass
STU0398,F23,C,21,Sophomore,No,Non-STEM,3.85,14.8,0.744,5.3,0,1,6.5,5.0,81.3,B,Pass
STU0399,S25,A,26,Freshman,Yes,Non-STEM,2.82,3.4,0.718,0.0,3,5,7.7,8.0,72.9,C,Pass
STU0400,S24,B,20,Sophomore,No,Non-STEM,3.77,7.2,0.777,0.0,1,1,6.3,3.0,72.3,C,Pass
STU0401,S24,C,26,Sophomore,Yes,STEM,1.78,7.8,0.838,0.0,3,4,8.1,4.0,61.2,D,Pass
STU0402,S24,B,30,Freshman,No,STEM,2.48,7.6,0.45,17.2,4,0,5.3,4.0,62.5,D,Pass
STU0403,S25,B,21,Freshman,No,Non-STEM,2.9,3.7,0.824,9.3,3,3,5.4,6.0,70.4,C,Pass
STU0404,F24,C,20,Sophomore,Yes,STEM,2.93,23.6,0.938,22.1,2,2,7.7,6.0,76.2,C,Pass
STU0405,F24,B,21,Senior,No,Non-STEM,2.58,7.0,0.725,0.0,3,2,6.7,6.0,65.3,D,Pass
STU0406,F23,B,29,Sophomore,Yes,Non-STEM,3.34,3.9,0.927,5.5,2,1,6.2,5.0,71.4,C,Pass
STU0407,S25,A,20,Junior,No,Non-STEM,2.15,23.9,0.869,0.0,4,3,8.0,3.0,89.1,B,Pass
STU0408,F24,C,20,Freshman,No,Non-STEM,2.8,20.2,0.935,0.0,2,1,6.0,2.0,82.4,B,Pass
STU0409,S25,B,18,Sophomore,No,Non-STEM,2.98,9.0,0.706,0.0,2,2,6.5,5.0,77.9,C,Pass
STU0410,F24,B,21,Sophomore,No,Non-STEM,3.26,5.9,0.819,0.0,2,1,8.6,5.0,72.4,C,Pass
STU0411,S24,A,23,Junior,No,Non-STEM,3.4,2.1,0.618,0.0,5,4,8.8,4.0,62.0,D,Pass
STU0412,S24,B,28,Freshman,No,STEM,2.11,11.5,0.743,30.7,4,0,8.8,6.0,61.2,D,Pass
STU0413,F23,A,21,Sophomore,No,Non-STEM,1.83,5.6,0.91,6.7,3,1,6.4,7.0,62.0,D,Pass
STU0414,S24,A,24,Freshman,Yes,Non-STEM,3.79,8.1,0.573,0.0,1,1,8.4,6.0,83.5,B,Pass
STU0415,F24,B,21,Freshman,No,STEM,3.13,22.7,0.838,9.7,4,2,5.6,6.0,99.0,A,Pass
STU0416,F23,A,19,Senior,Yes,Non-STEM,2.38,5.3,0.654,0.0,2,1,5.6,4.0,73.7,C,Pass
STU0417,F23,A,28,Freshman,Yes,STEM,3.99,11.1,0.57,0.0,6,2,4.0,4.0,98.1,A,Pass
STU0418,S24,B,23,Freshman,No,Non-STEM,2.98,13.3,0.902,16.6,6,3,9.0,4.0,79.9,C,Pass
STU0419,S25,A,25,Sophomore,No,Non-STEM,3.73,17.2,0.868,28.0,0,3,5.7,8.0,78.6,C,Pass
STU0420,S24,A,23,Senior,No,STEM,2.95,7.7,0.613,0.0,5,2,6.6,5.0,77.2,C,Pass
STU0421,S24,A,19,Sophomore,No,STEM,4.0,7.1,0.675,0.0,0,0,5.6,1.0,93.9,A,Pass
STU0422,F23,B,26,Junior,No,Non-STEM,4.0,7.0,0.85,6.6,2,2,,4.0,91.3,A,Pass
STU0423,S24,B,20,Senior,No,Non-STEM,2.73,10.5,0.896,32.6,2,1,6.3,9.0,63.8,D,Pass
STU0424,F24,C,24,Freshman,Yes,Non-STEM,3.58,19.7,0.673,9.4,1,3,5.1,5.0,81.6,B,Pass
STU0425,F23,A,20,Sophomore,No,STEM,3.35,6.8,0.888,0.0,2,1,7.4,4.0,74.2,C,Pass
STU0426,S24,A,20,Sophomore,No,Non-STEM,3.86,0.8,0.857,0.0,2,2,4.9,2.0,85.4,B,Pass
STU0427,S25,A,21,Junior,No,Non-STEM,2.22,14.2,0.787,0.0,3,1,5.7,7.0,82.2,B,Pass
STU0428,F24,B,20,Freshman,No,STEM,3.38,8.6,0.929,0.0,2,3,4.1,3.0,80.1,B,Pass
STU0429,S25,C,19,Freshman,No,STEM,3.64,11.5,0.692,1.1,0,0,4.9,1.0,76.3,C,Pass
STU0430,F24,A,30,Junior,No,STEM,1.67,2.2,0.766,12.1,4,2,7.0,7.0,62.4,D,Pass
STU0431,S25,A,22,Sophomore,No,STEM,2.07,5.6,0.755,0.0,3,0,4.2,7.0,69.3,D,Pass
STU0432,S24,A,19,Sophomore,No,Non-STEM,1.47,13.5,0.815,2.8,5,3,4.9,6.0,68.6,D,Pass
STU0433,F24,B,19,Sophomore,No,STEM,2.71,3.0,0.764,13.1,2,4,6.8,9.0,66.1,D,Pass
STU0434,F23,B,20,Freshman,Yes,Non-STEM,3.4,11.1,0.618,0.0,1,2,6.1,,77.4,C,Pass
STU0435,F23,B,21,Sophomore,Yes,Non-STEM,3.95,8.0,0.828,11.1,0,2,9.4,5.0,86.3,B,Pass
STU0436,S25,C,25,Sophomore,Yes,STEM,2.95,4.8,0.963,2.1,1,4,9.2,5.0,76.3,C,Pass
